bodyid,0.05,0.1,0.25,0.5
1003215282,1,1,1,1
1005952640,2,2,2,2
1006928515,3,3,3,2
1007260806,4,4,4,3
1008024276,5,5,5,4
1008102479,6,6,1,1
1008369339,5,5,5,4
1008391068,5,5,5,4
1008693605,5,5,5,4
1008966615,3,3,3,2
1008970563,4,4,4,3
1009371535,5,5,5,4
1009578838,5,5,6,5
1010044978,5,5,6,6
1010235132,2,2,7,7
1010437434,5,5,5,4
1011970102,3,7,8,8
1013040388,7,8,9,9
1013066710,7,8,10,10
1013416147,7,8,10,11
1013757060,5,5,11,12
1013779115,5,5,11,12
1014102651,5,5,5,4
1014223948,5,5,5,4
1014457195,5,5,5,4
1014461486,5,5,5,4
1014465452,5,5,5,4
1014465588,5,5,5,4
1014465666,5,5,5,4
1014474192,5,5,5,4
1014802430,2,2,12,13
1015143077,7,8,10,10
1015458774,2,2,13,14
1015479949,8,5,5,15
1017547830,7,8,10,16
1020608279,7,8,10,11
1035393986,5,5,5,4
1036257907,3,3,14,17
1036503560,2,2,13,13
1036637830,7,8,15,18
1036646944,7,8,10,19
1036987921,3,7,2,20
1037612992,4,4,4,3
1039063931,5,5,5,4
1039068185,5,5,5,4
1039085109,5,5,5,4
1039400642,5,5,5,4
1039426238,5,5,5,4
1039685005,1,1,1,1
1039754434,5,5,5,4
1041071176,5,5,5,4
1041075688,5,5,6,6
1041666949,7,8,10,11
1042116109,5,5,6,6
1042366365,1,9,1,21
1042724993,7,8,1,22
1044800536,5,5,5,4
1044805646,5,5,5,4
1044918145,5,5,5,4
1045141938,5,5,5,4
1045268099,5,5,5,4
1048250312,7,8,16,23
1048289014,1,9,17,24
1048975307,5,5,5,25
1049247113,7,8,10,26
1049261193,7,8,10,11
1049946735,7,8,10,11
1050249353,7,8,17,27
1050581215,7,8,10,11
1050922195,3,7,8,28
1050935614,7,8,10,11
1051980223,7,8,10,26
1065284812,2,2,1,29
1066516552,5,5,11,12
1068436695,2,2,18,30
1068777508,2,2,12,31
1069002537,2,2,12,32
1070103072,5,5,5,33
1070103331,5,5,5,4
1070141508,2,2,19,34
1070422316,5,5,5,4
1070651567,7,8,10,26
1071121755,5,5,5,4
1071496918,5,5,5,4
1071760480,5,5,5,4
1071769518,5,5,5,4
1072063538,1,9,20,35
1072455791,5,5,5,36
1072503099,5,5,11,12
1072507501,5,5,5,4
1072533980,5,5,6,6
1072779298,5,5,5,4
1072779568,5,5,6,6
1072874511,5,5,6,6
1073069488,3,10,9,37
1073314797,3,7,7,7
1075598224,5,5,5,4
1075611602,5,5,5,4
1076173414,3,7,8,28
1076185604,5,5,5,4
1076198559,5,5,11,12
1081957306,2,2,12,32
1099043553,2,2,12,32
1099389583,3,7,8,38
1100085251,3,3,3,2
1100801188,5,5,5,25
1101142083,5,5,11,12
1101474458,7,8,10,11
1102191395,5,5,5,39
1102795781,5,5,6,6
1102804327,5,5,5,4
1104155212,5,5,5,4
1104790425,8,11,21,40
1106888382,5,5,5,4
1106944058,9,12,22,41
1107561814,2,2,12,42
1107566171,5,5,11,12
1107566252,5,5,11,12
1111757266,8,13,23,43
1112443807,7,8,10,11
1130783454,2,2,19,34
1132168616,5,5,5,25
1132168736,5,5,5,4
1132176882,5,5,11,12
1132406255,10,14,24,44
1133562752,5,5,5,4
1133839128,5,5,6,6
1134140939,5,5,25,45
1134849078,5,5,5,4
1135881013,5,5,6,6
1135898324,5,5,5,4
1135941181,5,5,11,12
1135941581,5,5,5,4
1135984965,5,5,6,6
1136252170,5,5,5,4
1136852717,3,10,9,9
1137590955,2,2,12,32
1138026774,5,5,5,4
1138212774,3,10,9,46
1138587910,2,2,12,32
1138915459,2,2,12,13
1139909038,2,2,16,23
1140923511,2,2,16,23
1144761556,7,8,10,11
1158402729,7,8,10,47
1158691908,6,6,1,48
1160073701,7,8,10,11
1161459105,3,7,8,49
1162534149,9,15,26,16
1162862710,7,8,10,26
1163552692,5,5,11,12
1164503211,6,6,1,50
1164545788,5,5,5,4
1164882751,5,5,5,4
1165305889,5,5,5,4
1166674437,5,5,5,4
1167235473,5,5,6,6
1167235720,5,5,6,6
1168915489,2,2,16,23
1170352367,7,8,10,51
1170645699,2,2,12,52
1172031461,8,13,25,45
1173029301,3,7,8,53
1175433492,7,8,8,54
1192922295,2,2,1,55
1193599901,2,2,18,56
1195891557,5,5,5,4
1195999722,5,5,5,4
1199327859,5,5,5,4
1200014419,2,2,12,32
1200554295,3,10,27,57
1200619473,3,7,28,58
1201659335,2,2,29,59
1204063702,2,2,7,7
1220412108,2,2,16,60
1220434040,3,7,8,61
1223274640,2,2,12,32
1223388206,2,16,13,62
1224591253,5,5,5,4
1226206190,2,2,1,1
1230095228,5,5,5,4
1232038141,2,2,12,32
1257629175,5,5,5,4
1260197431,2,2,12,32
1260197510,2,2,12,63
1260542968,2,2,12,64
1260883995,2,2,12,64
1261129711,5,5,6,6
1262360335,2,2,16,23
1263646693,2,2,12,64
1283173461,2,17,30,65
1284312505,2,2,12,59
1285343852,3,3,3,2
1288953551,3,3,1,22
1289359184,7,8,10,25
1291142212,5,5,5,4
1291374677,5,5,5,4
1292027772,3,10,9,9
1292083252,5,5,11,12
1295855722,10,18,25,66
1300276335,7,8,16,23
1311487571,5,5,11,12
1313849992,2,17,30,65
1316245799,8,13,23,67
1320480289,5,5,5,4
1323454861,5,5,5,4
1325133618,2,2,12,68
1325138116,2,2,12,13
1325405571,2,2,12,32
1325479712,2,2,12,13
1330008281,7,8,10,11
1331311183,7,8,10,47
1343891368,5,5,5,4
1344275238,2,19,2,69
1345061120,5,5,5,4
1345596879,2,2,18,56
1351065769,5,5,5,4
1353043462,2,2,16,23
1356173442,2,2,12,13
1362674294,2,2,18,30
1374649768,6,6,1,50
1387527359,2,2,31,70
1387868622,2,2,32,13
1387881882,2,2,12,63
1388223120,2,2,12,32
1407139453,3,10,33,71
1407398468,3,3,3,2
1407783264,11,20,1,55
1410516394,11,20,1,55
1415829386,3,10,9,46
1418572258,2,2,12,13
1418924735,2,2,12,13
1419909152,2,2,12,14
1439754917,2,2,34,72
1444351896,2,2,16,23
1446527869,3,10,9,29
1448591766,2,2,16,14
1448794542,2,2,35,73
1449606569,2,2,12,13
1449611593,2,2,12,74
1455438367,7,8,36,75
1465630554,7,8,10,26
1470065021,7,8,10,19
1479618250,2,2,16,23
1480653743,2,2,12,32
1481340761,2,2,12,32
1498379140,2,21,32,63
1501820626,2,2,37,22
1504207129,7,8,10,11
1506382974,3,10,1,76
1507933560,2,2,38,77
1510648834,2,2,16,23
1511016097,2,2,12,32
1512029563,2,2,12,32
1512034076,2,2,12,32
1512707390,7,8,10,19
1533226802,6,6,1,48
1533542078,2,2,38,77
1534270924,2,2,12,23
1534721340,2,2,12,31
1535791554,2,2,35,73
1541338954,12,22,15,74
1543949467,1,9,20,21
1570111396,5,5,5,4
1570922129,3,10,9,9
1598011458,2,2,10,68
1600489166,2,2,16,23
1605181883,2,2,16,23
1605842920,7,8,16,23
1623262447,4,4,4,78
1628062270,2,2,18,56
1629383757,2,2,18,68
1632055020,3,2,9,79
1637171546,2,2,16,23
1666561406,2,2,16,23
1669255212,2,2,16,23
1671952694,8,13,23,80
1692782686,3,10,9,9
1696897255,2,2,37,51
